コード,銘柄名,市場・商品区分,33業種区分,規模区分
4424,Ａｍａｚｉａ,マザーズ,情報・通信業,-
4425,Ｋｕｄａｎ,マザーズ,情報・通信業,-
4427,ＥｄｕＬａｂ,マザーズ,情報・通信業,-
4428,シノプス,マザーズ,情報・通信業,-
4429,リックソフト,マザーズ,情報・通信業,-
4430,東海ソフト,東証1部,情報・通信業,TOPIX Small 2
4431,スマレジ,マザーズ,情報・通信業,-
4432,ウイングアーク１ｓｔ,東証1部,情報・通信業,TOPIX Small 1
4433,ヒト・コミュニケーションズ・ホールディングス,東証1部,情報・通信業,TOPIX Small 2
4434,サーバーワークス,東証1部,情報・通信業,TOPIX Small 2
4435,カオナビ,マザーズ,情報・通信業,-
4436,ミンカブ・ジ・インフォノイド,マザーズ,情報・通信業,-
4437,ｇｏｏｄｄａｙｓホールディングス,マザーズ,情報・通信業,-
4438,Ｗｅｌｂｙ,マザーズ,情報・通信業,-
4439,東名,東証1部,情報・通信業,TOPIX Small 2
4440,ヴィッツ,東証1部,情報・通信業,TOPIX Small 2
4441,トビラシステムズ,東証1部,情報・通信業,TOPIX Small 2
4442,バルテス,マザーズ,情報・通信業,-
4443,Ｓａｎｓａｎ,東証1部,情報・通信業,TOPIX Mid400
4444,インフォネット,マザーズ,情報・通信業,-
4445,リビン・テクノロジーズ,マザーズ,情報・通信業,-
4446,Ｌｉｎｋ－Ｕ,東証1部,情報・通信業,TOPIX Small 2
4448,Ｃｈａｔｗｏｒｋ,マザーズ,情報・通信業,-
4449,ギフティ,東証1部,情報・通信業,TOPIX Small 1
4450,パワーソリューションズ,マザーズ,情報・通信業,-
4452,花王,東証1部,化学,TOPIX Core30
4461,第一工業製薬,東証1部,化学,TOPIX Small 2
4462,石原ケミカル,東証1部,化学,TOPIX Small 2
4463,日華化学,東証1部,化学,TOPIX Small 2
4464,ソフト９９コーポレーション,東証2部,化学,-
4465,ニイタカ,東証1部,化学,TOPIX Small 2
4471,三洋化成工業,東証1部,化学,TOPIX Small 1
4475,ＨＥＮＮＧＥ,マザーズ,情報・通信業,-
4476,ＡＩ　ＣＲＯＳＳ,マザーズ,情報・通信業,-
4477,ＢＡＳＥ,マザーズ,情報・通信業,-
4478,フリー,マザーズ,情報・通信業,-
4479,マクアケ,マザーズ,情報・通信業,-
4480,メドレー,マザーズ,情報・通信業,-
4481,ベース,東証1部,情報・通信業,TOPIX Small 2
4482,ウィルズ,マザーズ,情報・通信業,-
4483,ＪＭＤＣ,東証1部,情報・通信業,TOPIX Small 2
4484,ランサーズ,マザーズ,情報・通信業,-
4485,ＪＴＯＷＥＲ,マザーズ,情報・通信業,-
4486,ユナイトアンドグロウ,マザーズ,情報・通信業,-
4487,スペースマーケット,マザーズ,情報・通信業,-
4488,ＡＩ　ｉｎｓｉｄｅ,マザーズ,情報・通信業,-
4489,ペイロール,マザーズ,情報・通信業,-
4490,ビザスク,マザーズ,情報・通信業,-
4491,コンピューターマネージメント,JASDAQ,情報・通信業,-
4492,ゼネテック,JASDAQ,情報・通信業,-
4493,サイバーセキュリティクラウド,マザーズ,情報・通信業,-
4494,バリオセキュア,東証2部,情報・通信業,-
4495,アイキューブドシステムズ,マザーズ,情報・通信業,-
4496,コマースＯｎｅホールディングス,マザーズ,情報・通信業,-
4498,サイバートラスト,マザーズ,情報・通信業,-
4499,Ｓｐｅｅｅ,JASDAQ,情報・通信業,-
4502,武田薬品工業,東証1部,医薬品,TOPIX Core30
4503,アステラス製薬,東証1部,医薬品,TOPIX Core30
4506,大日本住友製薬,東証1部,医薬品,TOPIX Mid400
4507,塩野義製薬,東証1部,医薬品,TOPIX Large70
4512,わかもと製薬,東証1部,医薬品,TOPIX Small 2
4516,日本新薬,東証1部,医薬品,TOPIX Mid400
4519,中外製薬,東証1部,医薬品,TOPIX Large70
4521,科研製薬,東証1部,医薬品,TOPIX Mid400
4523,エーザイ,東証1部,医薬品,TOPIX Large70
4524,森下仁丹,東証2部,医薬品,-
4526,理研ビタミン,東証1部,食料品,TOPIX Small 2
4527,ロート製薬,東証1部,医薬品,TOPIX Mid400
4528,小野薬品工業,東証1部,医薬品,TOPIX Large70
4530,久光製薬,東証1部,医薬品,TOPIX Mid400
4531,有機合成薬品工業,東証1部,化学,TOPIX Small 2
4534,持田製薬,東証1部,医薬品,TOPIX Mid400
4536,参天製薬,東証1部,医薬品,TOPIX Mid400
4538,扶桑薬品工業,東証1部,医薬品,TOPIX Small 2
4539,日本ケミファ,東証1部,医薬品,TOPIX Small 2
4540,ツムラ,東証1部,医薬品,TOPIX Mid400
4541,日医工,東証1部,医薬品,TOPIX Small 1
4543,テルモ,東証1部,精密機器,TOPIX Large70
4544,Ｈ．Ｕ．グループホールディングス,東証1部,サービス業,TOPIX Mid400
4547,キッセイ薬品工業,東証1部,医薬品,TOPIX Small 1
4548,生化学工業,東証1部,医薬品,TOPIX Small 2
4549,栄研化学,東証1部,医薬品,TOPIX Small 1
4550,日水製薬,東証1部,医薬品,TOPIX Small 2
4551,鳥居薬品,東証1部,医薬品,TOPIX Small 1
4552,ＪＣＲファーマ,東証1部,医薬品,TOPIX Mid400
4553,東和薬品,東証1部,医薬品,TOPIX Small 1
4554,富士製薬工業,東証1部,医薬品,TOPIX Small 2
4556,カイノス,JASDAQ,医薬品,-
4558,中京医薬品,JASDAQ,医薬品,-
4559,ゼリア新薬工業,東証1部,医薬品,TOPIX Small 1
4563,アンジェス,マザーズ,医薬品,-
4564,オンコセラピー・サイエンス,マザーズ,医薬品,-
4565,そーせいグループ,マザーズ,医薬品,-
4568,第一三共,東証1部,医薬品,TOPIX Core30
4569,キョーリン製薬ホールディングス,東証1部,医薬品,TOPIX Small 1
4570,免疫生物研究所,JASDAQ,医薬品,-
4571,ナノキャリア,マザーズ,医薬品,-
4572,カルナバイオサイエンス,JASDAQ,医薬品,-
4574,大幸薬品,東証1部,医薬品,TOPIX Small 1
4575,キャンバス,マザーズ,医薬品,-
4576,デ・ウエスタン・セラピテクス研究所,JASDAQ,医薬品,-
4577,ダイト,東証1部,医薬品,TOPIX Small 1
4578,大塚ホールディングス,東証1部,医薬品,TOPIX Large70
4579,ラクオリア創薬,JASDAQ,医薬品,-
4581,大正製薬ホールディングス,東証1部,医薬品,TOPIX Mid400
4582,シンバイオ製薬,JASDAQ,医薬品,-
4583,カイオム・バイオサイエンス,マザーズ,医薬品,-
4584,キッズウェル・バイオ,マザーズ,医薬品,-
4586,メドレックス,マザーズ,医薬品,-
4587,ペプチドリーム,東証1部,医薬品,TOPIX Mid400
4588,オンコリスバイオファーマ,マザーズ,医薬品,-
4591,リボミック,マザーズ,医薬品,-
4592,サンバイオ,マザーズ,医薬品,-
4593,ヘリオス,マザーズ,医薬品,-
4594,ブライトパス・バイオ,マザーズ,医薬品,-
4595,ミズホメディー,東証2部,医薬品,-
4596,窪田製薬ホールディングス,マザーズ,医薬品,-
4597,ソレイジア・ファーマ,マザーズ,医薬品,-
4598,Ｄｅｌｔａ－Ｆｌｙ　Ｐｈａｒｍａ,マザーズ,医薬品,-
4599,ステムリム,マザーズ,医薬品,-
4611,大日本塗料,東証1部,化学,TOPIX Small 2
4612,日本ペイントホールディングス,東証1部,化学,TOPIX Mid400
4613,関西ペイント,東証1部,化学,TOPIX Mid400
4615,神東塗料,東証1部,化学,TOPIX Small 2
4616,川上塗料,東証2部,化学,-
4617,中国塗料,東証1部,化学,TOPIX Small 1
4619,日本特殊塗料,東証1部,化学,TOPIX Small 2
4620,藤倉化成,東証1部,化学,TOPIX Small 2
4621,ロックペイント,東証2部,化学,-
4623,アサヒペン,東証2部,化学,-
4624,イサム塗料,東証2部,化学,-
4625,アトミクス,JASDAQ,化学,-
4626,太陽ホールディングス,東証1部,化学,TOPIX Small 1
4627,ナトコ,JASDAQ,化学,-
4628,エスケー化研,JASDAQ,化学,-
4629,大伸化学,JASDAQ,化学,-
4631,ＤＩＣ,東証1部,化学,TOPIX Mid400
4633,サカタインクス,東証1部,化学,TOPIX Small 1
4634,東洋インキＳＣホールディングス,東証1部,化学,TOPIX Small 1
4635,東京インキ,東証2部,化学,-
4636,Ｔ＆Ｋ　ＴＯＫＡ,東証1部,化学,TOPIX Small 2
4641,アルプス技研,東証1部,サービス業,TOPIX Small 2
4642,オリジナル設計,東証2部,サービス業,-
4644,イマジニア,JASDAQ,情報・通信業,-
4645,市進ホールディングス,JASDAQ,サービス業,-
4650,ＳＤエンターテイメント,JASDAQ,サービス業,-
4651,サニックス,東証1部,サービス業,TOPIX Small 2
4653,ダイオーズ,東証1部,サービス業,TOPIX Small 2
4657,環境管理センター,JASDAQ,サービス業,-
4658,日本空調サービス,東証1部,サービス業,TOPIX Small 2
4659,エイジス,JASDAQ,サービス業,-
4661,オリエンタルランド,東証1部,サービス業,TOPIX Large70
4662,フォーカスシステムズ,東証1部,情報・通信業,TOPIX Small 2
4664,アール・エス・シー,JASDAQ,サービス業,-
4665,ダスキン,東証1部,サービス業,TOPIX Mid400
4666,パーク２４,東証1部,不動産業,TOPIX Mid400
4667,アイサンテクノロジー,JASDAQ,情報・通信業,-
4668,明光ネットワークジャパン,東証1部,サービス業,TOPIX Small 2
4671,ファルコホールディングス,東証1部,サービス業,TOPIX Small 2
4673,川崎地質,JASDAQ,サービス業,-
4674,クレスコ,東証1部,情報・通信業,TOPIX Small 2
4676,フジ・メディア・ホールディングス,東証1部,情報・通信業,TOPIX Mid400
4678,秀英予備校,東証1部,サービス業,TOPIX Small 2
4679,田谷,東証1部,サービス業,TOPIX Small 2
4680,ラウンドワン,東証1部,サービス業,TOPIX Small 1
4681,リゾートトラスト,東証1部,サービス業,TOPIX Mid400
4684,オービック,東証1部,情報・通信業,TOPIX Mid400
4685,菱友システムズ,JASDAQ,情報・通信業,-
4686,ジャストシステム,東証1部,情報・通信業,TOPIX Mid400
4687,ＴＤＣソフト,東証1部,情報・通信業,TOPIX Small 2
4689,Ｚホールディングス,東証1部,情報・通信業,TOPIX Large70
4690,日本パレットプール,JASDAQ,サービス業,-
4691,ワシントンホテル,東証2部,サービス業,-
4694,ビー・エム・エル,東証1部,サービス業,TOPIX Small 1
4699,ウチダエスコ,JASDAQ,サービス業,-
4704,トレンドマイクロ,東証1部,情報・通信業,TOPIX Mid400
4705,クリップコーポレーション,JASDAQ,サービス業,-
4707,キタック,JASDAQ,サービス業,-
4708,りらいあコミュニケーションズ,東証1部,サービス業,TOPIX Small 1
4709,ＩＤホールディングス,東証1部,情報・通信業,TOPIX Small 2
4712,ＫｅｙＨｏｌｄｅｒ,JASDAQ,サービス業,-
4714,リソー教育,東証1部,サービス業,TOPIX Small 1
4716,日本オラクル,東証1部,情報・通信業,TOPIX Mid400
4718,早稲田アカデミー,東証1部,サービス業,TOPIX Small 2
4719,アルファシステムズ,東証1部,情報・通信業,TOPIX Small 2
4720,城南進学研究社,JASDAQ,サービス業,-
4722,フューチャー,東証1部,情報・通信業,TOPIX Small 1
4725,ＣＡＣ　Ｈｏｌｄｉｎｇｓ,東証1部,情報・通信業,TOPIX Small 2
4726,ＳＢテクノロジー,東証1部,情報・通信業,TOPIX Small 2
4728,トーセ,東証1部,情報・通信業,TOPIX Small 2
4732,ユー・エス・エス,東証1部,サービス業,TOPIX Mid400
4733,オービックビジネスコンサルタント,東証1部,情報・通信業,TOPIX Small 1
4735,京進,東証2部,サービス業,-
4736,日本ラッド,JASDAQ,情報・通信業,-
4739,伊藤忠テクノソリューションズ,東証1部,情報・通信業,TOPIX Mid400
4743,アイティフォー,東証1部,情報・通信業,TOPIX Small 2
4745,東京個別指導学院,東証1部,サービス業,TOPIX Small 2
4746,東計電算,東証1部,情報・通信業,TOPIX Small 2
4748,構造計画研究所,JASDAQ,情報・通信業,-
4750,ダイサン,東証2部,サービス業,-
4751,サイバーエージェント,東証1部,サービス業,TOPIX Mid400
4752,昭和システムエンジニアリング,JASDAQ,情報・通信業,-
4754,トスネット,JASDAQ,サービス業,-
4755,楽天グループ,東証1部,サービス業,TOPIX Mid400
4760,アルファ,JASDAQ,サービス業,-
4761,さくらケーシーエス,東証2部,情報・通信業,-
4762,エックスネット,東証1部,情報・通信業,TOPIX Small 2
4763,クリーク・アンド・リバー社,東証1部,サービス業,TOPIX Small 2
4765,モーニングスター,東証1部,サービス業,TOPIX Small 2
4766,ピーエイ,東証2部,サービス業,-
4767,テー・オー・ダブリュー,東証1部,サービス業,TOPIX Small 2
4768,大塚商会,東証1部,情報・通信業,TOPIX Mid400
4769,インフォメーションクリエーティブ,JASDAQ,情報・通信業,-
4770,図研エルミック,東証2部,情報・通信業,-
4771,エフアンドエム,JASDAQ,サービス業,-
4772,ストリームメディアコーポレーション,JASDAQ,情報・通信業,-
4776,サイボウズ,東証1部,情報・通信業,TOPIX Small 1
4777,ガーラ,JASDAQ,情報・通信業,-
4781,日本ハウズイング,東証2部,サービス業,-
4783,日本コンピュータ・ダイナミクス,JASDAQ,情報・通信業,-
4784,ＧＭＯアドパートナーズ,JASDAQ,サービス業,-
4792,山田コンサルティンググループ,東証1部,サービス業,TOPIX Small 2
4800,オリコン,JASDAQ,情報・通信業,-
4801,セントラルスポーツ,東証1部,サービス業,TOPIX Small 2
4809,パラカ,東証1部,不動産業,TOPIX Small 2
4812,電通国際情報サービス,東証1部,情報・通信業,TOPIX Small 1
4813,ＡＣＣＥＳＳ,東証1部,情報・通信業,TOPIX Small 1
4814,ネクストウェア,JASDAQ,情報・通信業,-
4816,東映アニメーション,JASDAQ,情報・通信業,-
4819,デジタルガレージ,東証1部,情報・通信業,TOPIX Small 1
4820,イーエムシステムズ,東証1部,情報・通信業,TOPIX Small 2
4824,メディアシーク,マザーズ,情報・通信業,-
4825,ウェザーニューズ,東証1部,情報・通信業,TOPIX Small 2
4826,ＣＩＪ,東証1部,情報・通信業,TOPIX Small 2
4828,ビジネスエンジニアリング,東証1部,情報・通信業,TOPIX Small 2
4829,日本エンタープライズ,東証1部,情報・通信業,TOPIX Small 2
4832,ＪＦＥシステムズ,東証2部,情報・通信業,-
4833,Ｓｕｃｃｅｓｓ　Ｈｏｌｄｅｒｓ,JASDAQ,サービス業,-
4837,シダックス,JASDAQ,サービス業,-
4838,スペースシャワーネットワーク,JASDAQ,情報・通信業,-
4839,ＷＯＷＯＷ,東証1部,情報・通信業,TOPIX Small 2
4840,トライアイズ,JASDAQ,サービス業,-
4845,スカラ,東証1部,情報・通信業,TOPIX Small 2
4847,インテリジェント　ウェイブ,東証1部,情報・通信業,TOPIX Small 2
4848,フルキャストホールディングス,東証1部,サービス業,TOPIX Small 1
4849,エン・ジャパン,東証1部,サービス業,TOPIX Small 1
4880,セルソース,マザーズ,医薬品,-
4881,ファンペップ,マザーズ,医薬品,-
4882,ペルセウスプロテオミクス,マザーズ,医薬品,-
4883,モダリス,マザーズ,医薬品,-
4884,クリングルファーマ,マザーズ,医薬品,-
4885,室町ケミカル,JASDAQ,医薬品,-
4886,あすか製薬ホールディングス,東証1部,医薬品,TOPIX Small 2
4887,サワイグループホールディングス,東証1部,医薬品,TOPIX Mid400
4888,ステラファーマ,マザーズ,医薬品,-
4889,レナサイエンス,マザーズ,医薬品,-
4901,富士フイルムホールディングス,東証1部,化学,TOPIX Large70
